campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2023,12,30,16,16568.64,1916.27,4025.17,6.76,111.6,20.4,4734,1183474,452,4045,1010880,386,566,141578,54,9345,2335933,33792,7.9559999999999995,7,,16568.64
All Campuses,, , ,2023,12,30,17,16027.51,204.59,3576.11,6.8,104.41,19.08,4579,1144823,438,3593,898105,343,570,142396,54,8742,2185325,30148,8.591,7,,16027.51
All Campuses,, , ,2023,12,30,18,15400.89,49.68,3141.14,7.18,97.42,17.81,4400,1100064,420,3156,788865,302,601,150265,57,8158,2039194,26608,8.336,7,,15400.89
All Campuses,, , ,2023,12,30,19,14795.36,45.59,2750.8,7.06,90.55,16.55,4227,1056812,404,2764,690836,264,591,147744,56,7582,1895393,23427,8.01,7,,14795.36
All Campuses,, , ,2023,12,30,20,14264.92,45.61,2446.1,7.22,85.25,15.58,4076,1018923,389,2458,614314,235,605,151147,58,7138,1784384,20939,7.721,7,,14264.92
All Campuses,, , ,2023,12,30,21,14054.31,45.6,2236.03,7.08,81.86,14.96,4016,1003880,384,2247,561557,215,592,148086,57,6855,1713523,19238,7.607,7,,14054.31
All Campuses,, , ,2023,12,30,22,13936.36,45.55,2123.09,6.79,79.82,14.59,3982,995455,380,2133,533192,204,569,142173,54,6684,1670820,18323,7.543,7,,13936.36
All Campuses,, , ,2023,12,30,23,13529.76,45.57,1895.87,6.99,75.91,13.87,3866,966412,369,1905,476128,182,586,146367,56,6356,1588907,16466,7.322,7,,13529.76
All Campuses,, , ,2023,12,31,0,11797.48,45.57,1743.17,6.84,68.01,12.43,3371,842677,322,1752,437780,167,573,143112,55,5695,1423569,15079,6.382,1,,11797.48
All Campuses,, , ,2023,12,31,1,12724.53,45.56,1691,6.84,70.55,12.89,3636,908895,347,1699,424679,162,573,143104,55,5907,1476678,14750,6.884,1,,12724.53
All Campuses,, , ,2023,12,31,2,13591.97,45.6,1653.41,7.06,73.28,13.39,3883,970856,371,1661,415236,159,592,147850,57,6136,1533942,14533,7.353,1,,13591.97
All Campuses,, , ,2023,12,31,3,12974.1,45.59,1528.98,7,69.61,12.72,3707,926722,354,1536,383987,147,586,146441,56,5829,1457150,13478,7.021,1,,12974.1
All Campuses,, , ,2023,12,31,4,13341.13,45.56,1514.07,7.33,71.02,12.98,3812,952938,364,1521,380244,145,614,153474,59,5947,1486656,13394,7.22,1,,13341.13
All Campuses,, , ,2023,12,31,5,14151.68,45.58,1788.41,7.64,77.39,14.15,4043,1010835,386,1797,449142,172,640,159890,61,6480,1619867,15667,7.659,1,,14151.68
All Campuses,, , ,2023,12,31,6,14256.17,45.58,1703.19,8.13,77.21,14.11,4073,1018298,389,1711,427739,164,681,170154,65,6465,1616191,14995,7.716,1,,14256.17
All Campuses,, , ,2023,12,31,7,14178.86,50.96,1717.12,8.3,77.29,14.13,4051,1012776,387,1725,431238,165,695,173739,66,6472,1617754,15099,7.672,1,,14178.86
All Campuses,, , ,2023,12,31,8,13796.03,615.73,1740.16,8.34,76.3,13.95,3942,985431,377,1749,437023,167,699,174597,67,6389,1597052,15246,7.157,1,,13796.03
All Campuses,, , ,2023,12,31,9,13738.34,2719.06,1834.56,7.82,76.71,14.02,3925,981310,375,1843,460731,176,655,163631,63,6423,1605672,15996,5.983,1,,13738.34
All Campuses,, , ,2023,12,31,10,14080.5,4938.32,2109.42,7.06,80.41,14.7,4023,1005750,384,2120,529759,203,591,147663,56,6733,1683172,18228,4.964,1,,14080.5
All Campuses,, , ,2023,12,31,11,14574.9,6037.75,2341.22,6.84,84.66,15.48,4164,1041065,398,2352,587975,225,573,143122,55,7089,1772162,20130,4.636,1,,14574.9
All Campuses,, , ,2023,12,31,12,14858.15,4837.88,2555.61,6.8,88.17,16.12,4245,1061297,406,2568,641816,245,570,142393,54,7383,1845506,21872,5.441,1,,14858.15
All Campuses,, , ,2023,12,31,13,14816.15,4679.82,2650.8,6.4,88.77,16.22,4233,1058297,404,2664,665722,254,536,133984,51,7433,1858003,22629,5.505,1,,14816.15
All Campuses,, , ,2023,12,31,14,14692.48,2859.99,2727.74,6.62,89.48,16.36,4198,1049463,401,2741,685044,262,554,138452,53,7493,1872959,23233,6.424,1,,14692.48
All Campuses,, , ,2023,12,31,15,14620.78,2160.96,2732.51,6.42,89.1,16.29,4177,1044342,399,2746,686242,262,538,134385,51,7461,1864969,23264,6.765,1,,14620.78
All Campuses,, , ,2023,12,31,16,14632.89,1426.24,2632.2,6.53,88.05,16.09,4181,1045207,399,2645,661050,253,547,136723,52,7373,1842981,22463,7.171,1,,14632.89
All Campuses,, , ,2023,12,31,17,14611.89,244.53,2506.56,6.57,86.5,15.81,4175,1043707,399,2519,629499,241,550,137414,53,7243,1810620,21456,7.801,1,,14611.89
All Campuses,, , ,2023,12,31,18,13376.14,46.89,2244.27,6.62,79.19,14.47,3822,955439,365,2255,563626,215,554,138511,53,6631,1657576,19239,7.236,1,,13376.14
All Campuses,, , ,2023,12,31,19,14088.07,45.78,2167.39,6.99,81.07,14.82,4025,1006291,385,2178,544317,208,586,146343,56,6789,1696951,18692,7.624,1,,14088.07
All Campuses,, , ,2023,12,31,20,13849.73,45.76,2012.83,6.75,78.16,14.29,3957,989267,378,2023,505503,193,565,141243,54,6545,1636013,17433,7.495,1,,13849.73
All Campuses,, , ,2023,12,31,21,12180.41,45.76,1945.85,7.03,71.95,13.15,3480,870030,332,1955,488682,187,589,147218,56,6024,1505930,16737,6.589,1,,12180.41
All Campuses,, , ,2023,12,31,22,11903,45.78,1794.68,6.68,68.84,12.58,3401,850215,325,1803,450716,172,560,139904,53,5764,1440835,15501,6.439,1,,11903
All Campuses,, , ,2023,12,31,23,11583.49,45.77,1691.59,6.8,66.62,12.18,3310,827393,316,1700,424827,162,569,142213,54,5578,1394433,14645,6.264,1,,11583.49
All Campuses,, , ,2024,1,1,0,11726.56,45.76,1621.03,6.96,66.43,12.14,3350,837612,320,1629,407106,156,583,145671,56,5562,1390389,14095,6.344,2,,11726.56
All Campuses,, , ,2024,1,1,1,13418.01,45.8,1581.29,6.9399999999999995,71.7,13.11,3834,958430,366,1589,397124,152,581,145232,56,6004,1500786,13939,7.26,2,,13418.01
All Campuses,, , ,2024,1,1,2,14084.04,45.81,1550.25,7.51,74.17,13.56,4024,1006004,384,1558,389331,149,629,157172,60,6211,1552506,13755,7.622,2,,14084.04
All Campuses,, , ,2024,1,1,3,14120.69,45.78,1537.1,7.45,74.08,13.54,4034,1008621,385,1545,386028,148,624,155940,60,6203,1550588,13653,7.643,2,,14120.69
All Campuses,, , ,2024,1,1,4,14037.21,45.78,1574.8,7.79,74.59,13.63,4011,1002658,383,1582,395495,151,653,163124,62,6246,1561277,13947,7.598,2,,14037.21
All Campuses,, , ,2024,1,1,5,13761.25,45.78,1652.91,8.41,75.2,13.75,3932,982947,376,1661,415111,159,704,176020,67,6297,1574078,14545,7.448,2,,13761.25
All Campuses,, , ,2024,1,1,6,13199.04,45.79,1695,8.7,74.08,13.54,3771,942789,360,1703,425681,163,729,182152,70,6203,1550622,14828,7.142,2,,13199.04
All Campuses,, , ,2024,1,1,7,15683.91,50.82,1816.29,8.62,83.93,15.34,4481,1120280,428,1825,456144,174,722,180480,69,7028,1756904,16037,8.488,2,,15683.91
All Campuses,, , ,2024,1,1,8,15320.17,271.77,1839.91,8.48,82.83,15.14,4377,1094299,418,1849,462076,177,710,177441,68,6936,1733816,16191,8.171,2,,15320.17
All Campuses,, , ,2024,1,1,9,14939.77,841.68,1978.21,8.44,83.15,15.2,4269,1067127,408,1988,496809,190,706,176566,67,6963,1740502,17261,7.655,2,,14939.77
All Campuses,, , ,2024,1,1,10,14338.96,1321.58,2001.04,8.36,81.3,14.86,4097,1024212,391,2011,502540,192,700,174979,67,6808,1701731,17386,7.067,2,,14338.96
All Campuses,, , ,2024,1,1,11,13162.86,2500.25,1968.73,7.6,76.13,13.92,3761,940205,359,1978,494427,189,636,158956,61,6375,1593588,17014,5.789,2,,13162.86
All Campuses,, , ,2024,1,1,12,12455.57,2727.37,2069.1,7.25,74.58,13.63,3559,889684,340,2079,519634,199,607,151819,58,6245,1561137,17749,5.284,2,,12455.57
All Campuses,, , ,2024,1,1,13,13177.33,2340.76,2319.2,7.08,79.87,14.6,3765,941238,360,2330,582444,223,593,148202,57,6688,1671884,19819,5.884,2,,13177.33
All Campuses,, , ,2024,1,1,14,13313.21,1593.9,2524.61,7.4,83.13,15.19,3804,950944,363,2537,634031,242,620,154937,59,6960,1739912,21476,6.362,2,,13313.21
All Campuses,, , ,2024,1,1,15,14159,1239.03,2746.82,7.25,88.53,16.18,4045,1011357,386,2760,689837,264,607,151825,58,7413,1853019,23334,7.016,2,,14159
All Campuses,, , ,2024,1,1,16,14231.89,797.35,2624.02,6.98,87.03,15.91,4066,1016564,388,2637,658995,252,584,146003,56,7287,1821563,22359,7.294,2,,14231.89
All Campuses,, , ,2024,1,1,17,14140.41,182.65,2476.11,7.37,85.34,15.6,4040,1010029,386,2488,621849,238,617,154306,59,7146,1786185,21167,7.5809999999999995,2,,14140.41
All Campuses,, , ,2024,1,1,18,14059.94,48.99,2354.77,7.6899999999999995,83.92,15.34,4017,1004282,384,2366,591378,226,644,160899,62,7027,1756559,20189,7.607,2,,14059.94
All Campuses,, , ,2024,1,1,19,13801.38,45.77,2284.43,7.78,82.29,15.04,3943,985814,377,2295,573712,219,652,162875,62,6890,1722401,19601,7.47,2,,13801.38
All Campuses,, , ,2024,1,1,20,13527.29,45.77,2148.67,7.48,79.43,14.52,3865,966236,369,2159,539617,206,627,156648,60,6651,1662500,18489,7.32,2,,13527.29
All Campuses,, , ,2024,1,1,21,13335.05,45.78,1968.08,7.59,76.71,14.02,3810,952504,364,1978,494263,189,636,158878,61,6423,1605645,17025,7.217,2,,13335.05
All Campuses,, , ,2024,1,1,22,13424.73,45.77,1667.08,7.18,73,13.34,3836,958910,366,1675,418671,160,601,150336,57,6112,1527917,14626,7.266,2,,13424.73
All Campuses,, , ,2024,1,1,23,14081.89,45.77,1628.38,6.84,74.43,13.6,4023,1005850,384,1636,408951,156,573,143152,55,6232,1557954,14380,7.621,2,,14081.89
All Campuses,, , ,2024,1,2,0,14049.16,45.78,1690.69,6.82,75.04,13.72,4014,1003512,383,1699,424601,162,571,142692,55,6284,1570804,14875,7.604,3,,14049.16
All Campuses,, , ,2024,1,2,1,13990.17,45.82,1575.54,7,73.65,13.46,3997,999298,382,1583,395681,151,586,146561,56,6167,1541540,13948,7.572,3,,13990.17
All Campuses,, , ,2024,1,2,2,15803.2,45.79,1575.71,7.05,79.88,14.6,4515,1128800,431,1583,395723,151,591,147591,56,6689,1672114,14123,8.556000000000001,3,,15803.2
All Campuses,, , ,2024,1,2,3,15877.18,45.81,1603.16,6.86,80.28,14.67,4536,1134085,433,1611,402617,154,575,143642,55,6722,1680344,14350,8.595,3,,15877.18
All Campuses,, , ,2024,1,2,4,15823.09,45.78,1507.99,7.49,79.58,14.55,4521,1130221,432,1515,378717,145,627,156734,60,6663,1665672,13584,8.563,3,,15823.09
All Campuses,, , ,2024,1,2,5,15001.4,45.79,1599.39,8.78,79.16,14.47,4286,1071529,409,1607,401670,154,735,183786,70,6629,1656985,14236,8.121,3,,15001.4
All Campuses,, , ,2024,1,2,6,15742.25,45.81,1740.92,8.7,83.31,15.23,4498,1124447,430,1749,437215,167,728,182066,70,6976,1743728,15439,8.521,3,,15742.25
All Campuses,, , ,2024,1,2,7,14672.6,50.9,1716.33,9.18,79.85,14.59,4192,1048043,401,1725,431038,165,769,192220,73,6686,1671302,15140,7.9399999999999995,3,,14672.6
All Campuses,, , ,2024,1,2,8,15371,554.38,1833.73,9.01,83.46,15.26,4392,1097929,420,1843,460523,176,755,188584,72,6989,1747036,16146,8.046,3,,15371
All Campuses,, , ,2024,1,2,9,15237.08,3044.72,1906.71,8.47,83.34,15.23,4353,1088363,416,1916,478852,183,709,177164,68,6978,1744380,16717,6.621,3,,15237.08
All Campuses,, , ,2024,1,2,10,15504.12,5543.6,2105.82,7.72,85.89,15.7,4430,1107438,423,2116,528855,202,647,161629,62,7192,1797921,18336,5.408,3,,15504.12
All Campuses,, , ,2024,1,2,11,15673.75,6776.05,2359.54,8.29,90.08,16.47,4478,1119554,428,2371,592574,227,694,173464,66,7543,1885592,20382,4.832,3,,15673.75
All Campuses,, , ,2024,1,2,12,15781.43,7126.35,2621.08,6.87,92.17,16.85,4509,1127245,431,2634,658258,252,575,143696,55,7718,1929199,22484,4.699,3,,15781.43
All Campuses,, , ,2024,1,2,13,15818.86,6998.23,2911.27,7.21,96.13,17.57,4520,1129919,432,2925,731137,279,604,150993,58,8049,2012049,24809,4.789,3,,15818.86
All Campuses,, , ,2024,1,2,14,15650.14,6202.37,3084.89,6.72,97.14,17.75,4471,1117868,427,3100,774739,296,562,140575,54,8134,2033182,26182,5.13,3,,15650.14
All Campuses,, , ,2024,1,2,15,15565.82,4305.26,3292.57,7,99.63,18.21,4447,1111844,425,3308,826896,316,586,146586,56,8342,2085327,27835,6.114,3,,15565.82
All Campuses,, , ,2024,1,2,16,15313.84,1535.31,3184.02,7.13,97.59,17.84,4375,1093846,418,3199,799635,306,597,149181,57,8172,2042662,26943,7.481,3,,15313.84
All Campuses,, , ,2024,1,2,17,13951.54,188.66,2984.06,7.11,90.52,16.54,3986,996539,381,2998,749418,286,595,148708,57,7580,1894664,25212,7.473,3,,13951.54
All Campuses,, , ,2024,1,2,18,12822.61,47.42,2612.21,7.26,82.36,15.05,3664,915901,350,2625,656031,251,608,151896,58,6896,1723828,22129,6.937,3,,12822.61
All Campuses,, , ,2024,1,2,19,13477.25,45.78,2407.72,7.42,82.3,15.04,3851,962661,368,2419,604675,231,622,155377,59,6892,1722713,20556,7.295,3,,13477.25
All Campuses,, , ,2024,1,2,20,14036.39,45.79,2249.18,7.12,82.01,14.99,4010,1002599,383,2260,564859,216,596,149046,57,6867,1716505,19342,7.5969999999999995,3,,14036.39
All Campuses,, , ,2024,1,2,21,14084.26,45.8,2099.7,7.26,80.51,14.72,4024,1006019,384,2110,527318,202,608,151929,58,6742,1685265,18150,7.623,3,,14084.26
All Campuses,, , ,2024,1,2,22,14523.82,45.77,1873.38,7.11,79.15,14.47,4150,1037416,396,1882,470480,180,596,148870,57,6628,1656766,16382,7.861,3,,14523.82
All Campuses,, , ,2024,1,2,23,16203.03,45.77,1851.42,7.03,84.53,15.45,4629,1157360,442,1860,464965,178,589,147092,56,7078,1769417,16367,8.773,3,,16203.03
All Campuses,, , ,2024,1,3,0,14526.64,45.79,1680.95,7.03,76.77,14.03,4150,1037617,397,1689,422154,161,588,147086,56,6428,1606857,14843,7.861,4,,14526.64
All Campuses,, , ,2024,1,3,1,15710.05,45.76,1651.8,7.04,80.47,14.71,4489,1122147,429,1660,414833,159,589,147334,56,6738,1684314,14723,8.505,4,,15710.05
All Campuses,, , ,2024,1,3,2,15574.84,45.75,1625.34,7.22,79.86,14.6,4450,1112489,425,1633,408188,156,604,151038,58,6687,1671714,14499,8.431,4,,15574.84
All Campuses,, , ,2024,1,3,3,15519.62,45.74,1587.64,7.51,79.52,14.53,4434,1108544,424,1595,398720,152,629,157156,60,6658,1664421,14192,8.402,4,,15519.62
All Campuses,, , ,2024,1,3,4,15435.68,45.79,1584.06,7.8100000000000005,79.49,14.53,4410,1102549,421,1592,397821,152,654,163479,62,6656,1663850,14155,8.356,4,,15435.68
All Campuses,, , ,2024,1,3,5,16379.11,45.8,1686.86,8.63,84.76,15.49,4680,1169937,447,1695,423639,162,723,180651,69,7098,1774226,15068,8.869,4,,16379.11
All Campuses,, , ,2024,1,3,6,15422.74,45.87,1804.87,9.59,83.87,15.33,4406,1101625,421,1814,453275,173,803,200738,77,7023,1755638,15920,8.35,4,,15422.74
All Campuses,, , ,2024,1,3,7,15255.29,55.3,1897.78,9.28,84.11,15.37,4359,1089664,416,1907,476608,182,777,194303,74,7043,1760575,16648,8.251,4,,15255.29
All Campuses,, , ,2024,1,3,8,15580.47,652.47,2008.16,8.88,86.14,15.74,4452,1112892,425,2018,504329,193,743,185811,71,7213,1803031,17562,8.107,4,,15580.47
All Campuses,, , ,2024,1,3,9,15575.21,2483.18,2092.32,8.38,86.64,15.84,4450,1112515,425,2102,525465,201,702,175483,67,7255,1813463,18235,7.106,4,,15575.21
All Campuses,, , ,2024,1,3,10,15799.11,4704.28,2272.04,8.08,89.25,16.31,4514,1128508,431,2283,570600,218,676,169046,65,7473,1868154,19694,6.023,4,,15799.11
All Campuses,, , ,2024,1,3,11,15893.03,5914.75,2407.66,7.5600000000000005,90.68,16.58,4541,1135217,434,2419,604660,231,633,158272,61,7593,1898148,20788,5.418,4,,15893.03
All Campuses,, , ,2024,1,3,12,16154.85,6246.2,2577.11,7.33,93.38,17.07,4616,1153918,441,2590,647214,247,614,153432,59,7819,1954564,22168,5.38,4,,16154.85
All Campuses,, , ,2024,1,3,13,15802.59,4621.89,2787.43,7.08,94.45,17.26,4515,1128757,431,2801,700035,268,592,148081,57,7908,1976873,23817,6.072,4,,15802.59
All Campuses,, , ,2024,1,3,14,15791.81,3208.74,2875.38,7.26,95.65,17.48,4512,1127987,431,2889,722123,276,608,151962,58,8009,2002072,24520,6.83,4,,15791.81
All Campuses,, , ,2024,1,3,15,15451.66,1551.4,2834.7,7.18,93.92,17.17,4415,1103691,422,2848,711907,272,601,150199,57,7864,1965797,24162,7.548,4,,15451.66
All Campuses,, , ,2024,1,3,16,15216.44,437.15,2792.97,7.26,92.7,16.94,4348,1086889,415,2806,701426,268,608,151918,58,7762,1940233,23805,8.024,4,,15216.44
All Campuses,, , ,2024,1,3,17,15352.48,41.44,2581.57,7.3,90.66,16.57,4386,1096606,419,2594,648335,248,611,152693,58,7591,1897634,22127,8.313,4,,15352.48
All Campuses,, , ,2024,1,3,18,15431.55,1.4,2534.77,7.47,90.54,16.55,4409,1102254,421,2547,636581,243,626,156341,60,7582,1895176,21760,8.379,4,,15431.55
All Campuses,, , ,2024,1,3,19,14880.29,0.42,2374.29,7.89,87.15,15.93,4252,1062878,406,2386,596278,228,661,165095,63,7298,1824252,20423,8.079,4,,14880.29
All Campuses,, , ,2024,1,3,20,14075.94,0.31,2093.59,7.98,81.13,14.83,4022,1005425,384,2104,525784,201,668,167061,64,6794,1698269,18101,7.643,4,,14075.94
All Campuses,, , ,2024,1,3,21,14167.07,0.29,2029.08,7.79,80.48,14.71,4048,1011934,387,2039,509584,195,652,163003,62,6739,1684520,17593,7.692,4,,14167.07
All Campuses,, , ,2024,1,3,22,16093.52,0.31,1855.33,7.11,84.29,15.41,4598,1149538,439,1864,465947,178,595,148762,57,7058,1764246,16388,8.737,4,,16093.52
All Campuses,, , ,2024,1,3,23,15889.06,0.3,1702.25,6.98,81.62,14.92,4540,1134933,434,1710,427504,163,584,146011,56,6834,1708449,15144,8.627,4,,15889.06
All Campuses,, , ,2024,1,4,0,16612.3,0.27,1679.94,7.02,83.86,15.33,4746,1186594,453,1688,421900,161,587,146815,56,7022,1755309,15035,9.019,5,,16612.3
All Campuses,, , ,2024,1,4,1,16035.31,0.33,1643.41,7.04,81.47,14.89,4582,1145379,438,1651,412726,158,589,147272,56,6822,1705377,14687,8.705,5,,16035.31
All Campuses,, , ,2024,1,4,2,16105.94,0.18,1629.65,7.2,81.71,14.94,4602,1150424,440,1638,409272,156,603,150624,58,6842,1710320,14584,8.747,5,,16105.94
All Campuses,, , ,2024,1,4,3,16009.39,0.28,1572.44,7.4,80.9,14.79,4574,1143529,437,1580,394902,151,620,154942,59,6774,1693372,14117,8.691,5,,16009.39
All Campuses,, , ,2024,1,4,4,16139,0.31,1559.67,7.6899999999999995,81.47,14.89,4611,1152786,441,1567,391694,150,644,160848,61,6822,1705329,14027,8.761,5,,16139
All Campuses,, , ,2024,1,4,5,16227.5,0.34,1674.38,8.53,83.99,15.35,4636,1159108,443,1682,420504,161,714,178455,68,7033,1758067,14954,8.81,5,,16227.5
All Campuses,, , ,2024,1,4,6,15574.24,0.39,2065.21,9.06,86.99,15.9,4450,1112446,425,2075,518658,198,759,189695,73,7284,1820799,18018,8.456,5,,15574.24
All Campuses,, , ,2024,1,4,7,15330.31,4.28,2152.36,9.12,87.26,15.95,4380,1095023,418,2163,540543,207,764,190938,73,7307,1826504,18691,8.093,5,,15330.31
All Campuses,, , ,2024,1,4,8,15431.64,266.7,1876.29,9.04,84.21,15.39,4409,1102260,421,1885,471212,180,757,189159,72,7051,1762632,16493,7.089,5,,15431.64
All Campuses,, , ,2024,1,4,9,15636.86,2268.29,2083.68,8.76,87.12,15.92,4468,1116919,427,2094,523296,200,734,183354,70,7295,1823569,18171,6.38,5,,15636.86
All Campuses,, , ,2024,1,4,10,15666.26,4781.71,2526.02,8.05,91.82,16.78,4476,1119019,428,2538,634385,242,674,168530,64,7689,1921933,21713,5.911,5,,15666.26
All Campuses,, , ,2024,1,4,11,15857.51,5825.45,2569.53,8.07,93.02,17,4531,1132680,433,2582,645311,247,676,168959,65,7789,1946950,22079,5.447,5,,15857.51
All Campuses,, , ,2024,1,4,12,16451.55,5862.62,2641.66,8,95.83,17.52,4700,1175111,449,2654,663427,254,670,167363,64,8024,2005901,22713,5.75,5,,16451.55
All Campuses,, , ,2024,1,4,13,15529.86,3985.4,2624.99,7.8100000000000005,92.3,16.87,4437,1109276,424,2638,659240,252,654,163399,62,7728,1931915,22491,6.269,5,,15529.86
All Campuses,, , ,2024,1,4,14,-6.50868875e+31,4147.13,2698.26,7.76,-2.22085702488025e+29,-4.0597946078125e+28,-1.859625357142857e+31,-4.6490652524825e+33,-1.7766767680874998e+30,2711,677642,259,650,162407,62,-1.8596253571428573e+31,-4.649065252482501e+33,-6.2483412e+30,-3.5342054000000003e+28,5,,-6.50868875e+31
All Campuses,, , ,2024,1,4,15,-3.8687813041575e+31,1947.29,2710.57,7.8100000000000005,-1.320083117673058e+29,-2.413152338468241e+28,-1.105366086902143e+31,-2.7634163226214445e+33,-1.0560612325958727e+30,2724,680732,260,654,163476,62,-1.105366086902143e+31,-2.763416322621444e+33,-3.7140300519912e+30,-2.1007513373325e+28,5,,-3.8687813041575e+31
All Campuses,, , ,2024,1,4,16,-1.6928143075e+29,1389.15,2767.07,7.64,-5.7761227968216645e+26,-1.0558929243031248e+26,-4.836612307142857e+28,-1.2091535604469452e+31,-4.6208752151827497e+27,2780,694921,266,640,159884,61,-4.836612307142857e+28,-1.209153560446945e+31,-1.6251017352e+28,-9.1919751725e+25,5,,-1.6928143075e+29
All Campuses,, , ,2024,1,4,17,-1.425829e+26,346.41,2708.89,8.09,-4.8651310157180004e+23,-8.8936083875e+22,-4.073797142857143e+25,-1.018449693094e+28,-3.8920854212999996e+24,2722,680311,260,677,169283,65,-4.073797142857143e+25,-1.018449693094e+28,-1.3687958400000002e+25,-7.742245e+22,5,,-1.425829e+26
All Campuses,, , ,2024,1,4,18,-1.406385e+26,2.57,2463.73,8.17,-4.79878532667e+23,-8.7723264375e+22,-4.018242857142857e+25,-1.00456111611e+28,-3.8390091344999996e+24,2476,618742,237,684,170920,65,-4.018242857142857e+25,-1.00456111611e+28,-1.3501296000000003e+25,-7.6366625e+22,5,,-1.406385e+26
All Campuses,, , ,2024,1,4,19,-1.9505725e+26,0.31,2438.82,8.37,-6.655630351295e+23,-1.216669596875e+23,-5.573064285714285e+25,-1.393266628735e+28,-5.324477753249999e+24,2451,612484,234,701,175243,67,-5.573064285714286e+25,-1.393266628735e+28,-1.8725496000000002e+25,-1.05915825e+23,5,,-1.9505725e+26
All Campuses,, , ,2024,1,4,20,-5.1920075e+26,0.32,2462.85,8.38,-1.7715866855065001e+24,-3.2385146781250005e+23,-1.4834307142857143e+26,-3.7085782691450003e+28,-1.417262287275e+25,2475,618520,236,702,175334,67,-1.4834307142857143e+26,-3.7085782691450007e+28,-4.9843272e+25,-2.81925825e+23,5,,-5.1920075e+26
All Campuses,, , ,2024,1,4,21,-3.8261165e+29,0.29,2223.07,8.54,-1.3055252806543e+27,-2.386540166875e+26,-1.0931761428571428e+29,-2.7329414503190003e+31,-1.044415021005e+28,2234,558302,213,715,178751,68,-1.0931761428571428e+29,-2.7329414503190003e+31,-3.67307184e+28,-2.0775805e+26,5,,-3.8261165e+29
All Campuses,, , ,2024,1,4,22,-3.63033375e+30,0.27,2036.38,7.98,-1.23872142623925e+28,-2.2644206765625e+27,-1.0372382142857143e+30,-2.5930965729525e+32,-9.909722037375e+28,2046,511417,195,668,166998,64,-1.0372382142857143e+30,-2.5930965729525e+32,-3.4851204e+29,-1.97127125e+27,5,,-3.63033375e+30
All Campuses,, , ,2024,1,4,23,-1.0579945e+31,0.27,1913.74,7.61,-3.610027469219e+28,-6.59924069375e+27,-3.0228414285714287e+30,-7.55710659427e+32,-2.88800758665e+29,1923,480617,184,637,159213,61,-3.0228414285714287e+30,-7.55710659427e+32,-1.0156747200000001e+30,-5.7449025e+27,5,,-1.0579945e+31
All Campuses,, , ,2024,1,5,0,-8.109725e+30,0.31,1799.43,7.8100000000000005,-2.767153328095e+28,-5.058440968750001e+27,-2.3170642857142857e+30,-5.79266303135e+32,-2.21371163325e+29,1808,451910,173,654,163505,63,-2.3170642857142854e+30,-5.7926630313500006e+32,-7.785336e+29,-4.4035799999999996e+27,6,,-8.109725e+30
All Campuses,, , ,2024,1,5,1,-9.57449e+30,0.29,1775.04,7.72,-3.266951945758e+28,-5.9720881375e+27,-2.735568571428571e+30,-6.838924164140001e+32,-2.6135485353e+29,1784,445784,170,646,161511,62,-2.735568571428571e+30,-6.83892416414e+32,-9.1915104e+29,-5.1989425e+27,6,,-9.57449e+30
All Campuses,, , ,2024,1,5,2,-8.354512499999999e+30,0.3,1729.16,7.96,-2.8506782990775e+28,-5.211127171875e+27,-2.3870035714285713e+30,-5.967511315575e+32,-2.2805312771249997e+29,1737,434260,166,667,166670,64,-2.3870035714285716e+30,-5.9675113155750004e+32,-8.020332e+29,-4.5364975e+27,6,,-8.354512499999999e+30
All Campuses,, , ,2024,1,5,3,-7.660045e+30,0.3,1703.77,7.96,-2.613716126639e+28,-4.77795306875e+27,-2.1885842857142858e+30,-5.4714629028700006e+32,-2.09096248365e+29,1712,427884,164,667,166653,64,-2.1885842857142855e+30,-5.4714629028700006e+32,-7.3536432e+29,-4.1594025e+27,6,,-7.660045e+30
All Campuses,, , ,2024,1,5,4,-8.602785e+30,0.28,1750.89,8.49,-2.935392401547e+28,-5.36598714375e+27,-2.4579385714285715e+30,-6.14484888651e+32,-2.34830222145e+29,1759,439718,168,711,177771,68,-2.4579385714285712e+30,-6.14484888651e+32,-8.258673600000001e+29,-4.6713175000000003e+27,6,,-8.602785e+30
All Campuses,, , ,2024,1,5,5,-1.6363925007282366e+30,0.3,2070.06,9.19,-5.583603580219847e+27,-1.0206998223292376e+27,-4.675407144937819e+29,-1.1688522537751692e+32,-4.466860609237867e+28,2080,519876,199,769,192239,73,-4.675407144937819e+29,-1.1688522537751692e+32,-1.5709368006991072e+29,-8.885605003954314e+26,6,,-1.6363925007282366e+30
All Campuses,, , ,2024,1,5,6,-3.694099775e+24,0.34,2131.2,10.41,-1.260479299446805e+22,-2.30419473465625e+21,-1.0554570785714286e+24,-2.6386437518856503e+26,-1.00837841558175e+23,2141,535230,205,872,217823,83,-1.0554570785714284e+24,-2.63864375188565e+26,-3.5463357840000004e+23,-2.0058972e+21,6,,-3.694099775e+24
