campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2023,7,9,0,20831.11,57.07,9936.89,3.9,194.22,35.5,5952,1487937,569,9985,2495549,954,326,81529,31,16263,4065016,81495,11.281,1,,20831.11
All Campuses,, , ,2023,7,9,1,20550.51,75.66,9587.54,4.04,189.21,34.58,5872,1467894,561,9634,2407814,920,338,84596,32,15844,3960304,78673,11.118,1,,20550.51
All Campuses,, , ,2023,7,9,2,19909.3,1.43,9337.62,3.87,183.85,33.6,5688,1422094,543,9383,2345049,896,324,80986,31,15395,3848128,76612,10.81,1,,19909.3
All Campuses,, , ,2023,7,9,3,19851.4,100.97,9258.02,3.85,182.68,33.39,5672,1417958,542,9303,2325059,889,322,80498,31,15296,3823514,75970,10.723,1,,19851.4
All Campuses,, , ,2023,7,9,4,20081.35,41.83,9576.87,3.88,187.32,34.24,5738,1434382,548,9623,2405136,919,325,81206,31,15685,3920724,78543,10.88,1,,20081.35
All Campuses,, , ,2023,7,9,5,20917.75,85.74,10210.3,3.62,197.52,36.1,5976,1494125,571,10259,2564215,980,303,75701,29,16539,4134041,83691,11.312,1,,20917.75
All Campuses,, , ,2023,7,9,6,21498.98,312.05,10683.52,3.57,205.13,37.49,6143,1535642,587,10735,2683058,1026,299,74818,29,17177,4293518,87532,11.503,1,,21498.98
All Campuses,, , ,2023,7,9,7,22071.86,1954.18,11351.37,3.55,215.08,39.31,6306,1576562,602,11406,2850782,1090,297,74337,28,18010,4501681,92930,10.926,1,,22071.86
All Campuses,, , ,2023,7,9,8,22981.13,4651.71,12107.77,3.48,227.19,41.52,6566,1641510,627,12166,3040746,1162,291,72807,28,19023,4755063,99068,9.952,1,,22981.13
All Campuses,, , ,2023,7,9,9,23721.92,6780.34,12864.11,3.62,238.93,43.67,6778,1694423,648,12926,3230692,1235,303,75691,29,20007,5000806,105190,9.2,1,,23721.92
All Campuses,, , ,2023,7,9,10,25251.57,8793.44,13333.33,3.38,249.54,45.61,7215,1803684,689,13398,3348533,1280,283,70671,27,20895,5222888,109091,8.937,1,,25251.57
All Campuses,, , ,2023,7,9,11,25424.07,10076.78,13743.26,3.57,255.24,46.65,7264,1816006,694,13809,3451483,1319,299,74790,29,21373,5342279,112387,8.334,1,,25424.07
All Campuses,, , ,2023,7,9,12,25852.35,10480.75,13924.08,3.59,258.89,47.32,7386,1846597,706,13991,3496892,1337,300,75065,29,21678,5418555,113874,8.346,1,,25852.35
All Campuses,, , ,2023,7,9,13,26114.95,10437.23,14142.91,3.69,262.51,47.98,7461,1865354,713,14211,3551850,1358,309,77204,30,21981,5494408,115650,8.514,1,,26114.95
All Campuses,, , ,2023,7,9,14,26263.42,9780.4,14268.97,3.37,264.21,48.29,7504,1875959,717,14338,3583510,1370,282,70432,27,22123,5529901,116673,8.951,1,,26263.42
All Campuses,, , ,2023,7,9,15,25993.52,8603.03,14477.04,3.51,265.93,48.6,7427,1856681,710,14547,3635763,1390,294,73414,28,22267,5565858,118312,9.441,1,,25993.52
All Campuses,, , ,2023,7,9,16,25895.08,7030.09,14626.02,3.37,267.24,48.84,7399,1849649,707,14696,3673178,1404,282,70572,27,22377,5593399,119494,10.244,1,,25895.08
All Campuses,, , ,2023,7,9,17,25829.99,4847.71,14576.88,3.35,266.41,48.69,7380,1845000,705,14647,3660839,1399,281,70165,27,22308,5576004,119095,11.393,1,,25829.99
All Campuses,, , ,2023,7,9,18,25296,1853.43,14376.45,3.37,262.2,47.92,7227,1806858,691,14446,3610501,1380,282,70607,27,21956,5487965,117440,12.729,1,,25296
All Campuses,, , ,2023,7,9,19,24655.02,143.43,13777.33,3.37,252.83,46.21,7044,1761074,673,13844,3460038,1323,282,70591,27,21170,5291703,112585,13.308,1,,24655.02
All Campuses,, , ,2023,7,9,20,24283.96,7.67,13140.05,3.14,243.68,44.54,6938,1734569,663,13203,3299992,1261,263,65791,25,20405,5100353,107452,13.181,1,,24283.96
All Campuses,, , ,2023,7,9,21,23684.35,89.16,12425.46,3.2800000000000002,233.2,42.62,6767,1691740,647,12485,3120531,1193,274,68558,26,19527,4880829,101677,12.812,1,,23684.35
All Campuses,, , ,2023,7,9,22,25472.89,2.92,11691.6,3.14,230.36,42.1,7278,1819493,695,11748,2936228,1122,263,65693,25,19289,4821414,95978,13.833,1,,25472.89
All Campuses,, , ,2023,7,9,23,26108.67,51.17,11085.1,3.18,225.29,41.18,7460,1864905,713,11138,2783912,1064,266,66541,25,18864,4715358,91187,14.145,1,,26108.67
All Campuses,, , ,2023,7,10,0,25747.48,1.12,10902.75,3.24,221.93,40.56,7356,1839107,703,10955,2738116,1047,271,67801,26,18583,4645023,89694,13.982,2,,25747.48
All Campuses,, , ,2023,7,10,1,25156.86,1.1400000000000001,10401.3,3.6,214.25,39.16,7188,1796919,687,10451,2612184,999,301,75252,29,17940,4484355,85626,13.661,2,,25156.86
All Campuses,, , ,2023,7,10,2,24873.32,94.67,10106.85,3.46,209.61,38.31,7107,1776666,679,10156,2538235,970,290,72408,28,17552,4387310,83243,13.459,2,,24873.32
All Campuses,, , ,2023,7,10,3,24611.09,13.12,10369.27,3.55,211.96,38.74,7032,1757936,672,10419,2604139,995,298,74370,28,17748,4436445,85317,13.359,2,,24611.09
All Campuses,, , ,2023,7,10,4,21903.16,1.24,10793.6,3.4699999999999998,207.73,37.97,6258,1564512,598,10846,2710706,1036,291,72707,28,17395,4347925,88452,11.898,2,,21903.16
All Campuses,, , ,2023,7,10,5,23793.2,9.41,12167.12,3.62,230.81,42.18,6798,1699515,649,12226,3055649,1168,303,75657,29,19326,4830822,99621,12.915,2,,23793.2
All Campuses,, , ,2023,7,10,6,25181.25,296.54,13033.09,3.57,245.89,44.94,7195,1798661,687,13096,3273130,1251,299,74674,29,20589,5146466,106682,13.511,2,,25181.25
All Campuses,, , ,2023,7,10,7,27225.88,1986.6,13986.74,3.59,264.33,48.31,7779,1944706,743,14054,3512629,1343,301,75113,29,22133,5532449,114507,13.706,2,,27225.88
All Campuses,, , ,2023,7,10,8,27333.81,4284.62,14493.19,3.29,270.48,49.43,7810,1952416,746,14563,3639819,1391,276,68905,26,22648,5661140,118569,12.515,2,,27333.81
All Campuses,, , ,2023,7,10,9,27880.37,6403.41,14506.42,3.38,272.59,49.82,7966,1991456,761,14576,3643142,1393,283,70677,27,22825,5705275,118728,11.661,2,,27880.37
All Campuses,, , ,2023,7,10,10,28313.05,8399.59,14822.83,3.19,277.67,50.75,8089,2022362,773,14894,3722605,1423,267,66782,26,23251,5811748,121301,10.811,2,,28313.05
All Campuses,, , ,2023,7,10,11,27333.38,8706.79,15239.24,3.36,279.5,51.08,7810,1952385,746,15313,3827184,1463,281,70306,27,23403,5849874,124538,10.119,2,,27333.38
All Campuses,, , ,2023,7,10,12,27222.13,8117.66,14956.09,3.17,275.53,50.36,7778,1944438,743,15028,3756073,1436,266,66373,25,23071,5766885,122262,10.373,2,,27222.13
All Campuses,, , ,2023,7,10,13,27622.3,9387.89,15774.04,3.2,286.74,52.41,7892,1973022,754,15850,3961493,1514,268,66947,26,24010,6001462,128844,9.902,2,,27622.3
All Campuses,, , ,2023,7,10,14,28330.24,9362.11,16326,3.16,295.74,54.05,8094,2023590,773,16405,4100112,1567,265,66194,25,24764,6189895,133328,10.299,2,,28330.24
All Campuses,, , ,2023,7,10,15,28001.71,7898.35,16426.28,3.18,295.84,54.07,8000,2000123,764,16505,4125296,1577,266,66567,25,24772,6191986,134098,10.916,2,,28001.71
All Campuses,, , ,2023,7,10,16,28146.1,6732.19,16413.75,3.17,296.17,54.13,8042,2010437,768,16493,4122149,1576,265,66310,25,24800,6198896,134012,11.63,2,,28146.1
All Campuses,, , ,2023,7,10,17,27618.56,4600.21,16435.17,3.1,294.56,53.84,7891,1972755,754,16514,4127528,1578,260,64894,25,24665,6165177,134133,12.498,2,,27618.56
All Campuses,, , ,2023,7,10,18,26741.32,2010.35,16471.05,3.17,292.07,53.38,7640,1910095,730,16550,4136539,1581,266,66406,25,24456,6113040,134335,13.43,2,,26741.32
All Campuses,, , ,2023,7,10,19,25842.6,153.6,15814.7,3.13,281.09,51.37,7384,1845901,705,15891,3971705,1518,262,65552,25,23537,5883158,128998,13.949,2,,25842.6
All Campuses,, , ,2023,7,10,20,23698.53,6.4,14906.45,3.5,263.24,48.11,6771,1692752,647,14978,3743606,1431,293,73347,28,22043,5509706,121527,12.865,2,,23698.53
All Campuses,, , ,2023,7,10,21,25209.84,69.38,14398.23,3.17,261.97,47.88,7203,1800704,688,14468,3615970,1382,266,66413,25,21936,5483088,117606,13.65,2,,25209.84
All Campuses,, , ,2023,7,10,22,27793.11,3.91,13244.26,3.13,256.89,46.95,7941,1985223,759,13308,3326163,1271,262,65476,25,21511,5376862,108622,15.089,2,,27793.11
All Campuses,, , ,2023,7,10,23,28193.15,3.29,12743.48,3.3,252.42,46.13,8055,2013797,770,12805,3200398,1223,276,69018,26,21136,5283212,104654,15.305,2,,28193.15
All Campuses,, , ,2023,7,11,0,27749.06,76.85,12318.05,3.31,245.81,44.93,7928,1982076,757,12377,3093556,1183,277,69343,27,20583,5144975,101208,15.031,3,,27749.06
All Campuses,, , ,2023,7,11,1,27676.02,1.26,12094.79,3.39,242.96,44.41,7907,1976859,755,12153,3037485,1161,284,70876,27,20344,5085221,99415,15.024,3,,27676.02
All Campuses,, , ,2023,7,11,2,27668.47,1.27,12200.32,3.34,244.15,44.62,7905,1976320,755,12259,3063987,1171,280,69889,27,20444,5110197,100259,15.022,3,,27668.47
All Campuses,, , ,2023,7,11,3,27580.51,1.28,12299.84,3.45,245.16,44.81,7880,1970037,753,12359,3088982,1181,289,72252,28,20528,5131272,101046,14.975,3,,27580.51
All Campuses,, , ,2023,7,11,4,27786.24,109.52,13056.61,3.42,254.91,46.59,7939,1984732,758,13119,3279037,1253,287,71654,27,21345,5335424,107120,15.028,3,,27786.24
All Campuses,, , ,2023,7,11,5,30548.87,7.83,15083.46,3.55,288.79,52.78,8728,2182063,834,15156,3788059,1448,297,74289,28,24182,6044412,123600,16.582,3,,30548.87
All Campuses,, , ,2023,7,11,6,31290.87,235.86,16150.68,3.67,304.24,55.61,8940,2235063,854,16228,4056082,1550,307,76725,29,25476,6367870,132209,16.861,3,,31290.87
All Campuses,, , ,2023,7,11,7,29062.86,1211.38,15722.07,3.48,291.32,53.24,8304,2075920,793,15798,3948440,1509,292,72916,28,24393,6097276,128566,15.124,3,,29062.86
All Campuses,, , ,2023,7,11,8,29717.27,4147.69,16912.13,3.42,307.77,56.25,8491,2122663,811,16994,4247312,1624,287,71674,27,25771,6441649,138150,13.883,3,,29717.27
All Campuses,, , ,2023,7,11,9,30997.4,4895,18412.22,3.15,329.86,60.29,8856,2214101,846,18501,4624044,1768,264,65928,25,27621,6904073,150273,14.172,3,,30997.4
All Campuses,, , ,2023,7,11,10,30852.94,4209.83,18384.63,3.19,329.08,60.15,8815,2203782,842,18473,4617117,1765,267,66764,26,27555,6887663,150039,14.466,3,,30852.94
All Campuses,, , ,2023,7,11,11,29309.04,6808.59,19095.99,3.11,332.27,60.73,8374,2093504,800,19188,4795766,1833,261,65154,25,27823,6954425,155581,12.217,3,,29309.04
All Campuses,, , ,2023,7,11,12,29424.73,8236.36,19061.55,3.16,332.3,60.73,8407,2101767,803,19153,4787118,1830,265,66193,25,27825,6955078,155317,11.506,3,,29424.73
All Campuses,, , ,2023,7,11,13,29684.55,8195.13,19166.16,3.02,334.3,61.1,8481,2120326,810,19258,4813388,1840,253,63212,24,27993,6996926,156179,11.669,3,,29684.55
All Campuses,, , ,2023,7,11,14,29782.44,8975.1,19209.27,3.06,335.19,61.26,8509,2127318,813,19302,4824216,1844,256,63945,24,28067,7015479,156533,11.298,3,,29782.44
All Campuses,, , ,2023,7,11,15,29611.02,8022.33,19279.8,3.25,335.64,61.34,8460,2115074,808,19373,4841930,1851,272,67940,26,28105,7024943,157081,11.71,3,,29611.02
All Campuses,, , ,2023,7,11,16,29281.91,6323.07,19172.49,3.03,333.02,60.86,8366,2091566,799,19265,4814980,1841,254,63506,24,27885,6970052,156191,12.468,3,,29281.91
All Campuses,, , ,2023,7,11,17,28629.48,4513.58,18985.76,3.08,328.6,60.06,8180,2044963,781,19077,4768085,1823,258,64543,25,27515,6877592,154634,13.095,3,,28629.48
All Campuses,, , ,2023,7,11,18,27680.39,1797.1,18495.76,3.25,319.65,58.42,7909,1977172,756,18585,4645025,1776,272,68013,26,26766,6690209,150623,14.055,3,,27680.39
All Campuses,, , ,2023,7,11,19,27331.1,199.31,17925.54,3.08,311.44,56.92,7809,1952222,746,18012,4501821,1721,258,64405,25,26078,6518449,146028,14.733,3,,27331.1
All Campuses,, , ,2023,7,11,20,26781.07,8.61,17206.59,3.26,301.12,55.03,7652,1912934,731,17289,4321262,1652,273,68155,26,25214,6302352,140223,14.537,3,,26781.07
All Campuses,, , ,2023,7,11,21,26830.48,37.36,16265.62,3.24,289.98,53,7666,1916464,732,16344,4084948,1561,272,67872,26,24281,6069284,132701,14.548,3,,26830.48
All Campuses,, , ,2023,7,11,22,31242.43,61.4,15476.29,3.22,295.54,54.02,8926,2231603,853,15551,3886716,1486,270,67459,26,24747,6185779,126809,16.931,3,,31242.43
All Campuses,, , ,2023,7,11,23,29683.77,3.16,14444.69,3.26,277.88,50.79,8481,2120270,810,14514,3627638,1387,273,68227,26,23268,5816136,118407,16.115,3,,29683.77
All Campuses,, , ,2023,7,12,0,27890.85,2.39,12943.94,3.26,253.75,46.38,7969,1992204,761,13006,3250740,1243,273,68187,26,21248,5311132,106229,15.142,4,,27890.85
All Campuses,, , ,2023,7,12,1,27969.07,70.28,13257.5,3.24,257.76,47.11,7991,1997792,763,13321,3329489,1273,271,67756,26,21584,5395037,108745,15.153,4,,27969.07
All Campuses,, , ,2023,7,12,2,28185.03,1.48,12793,3.18,252.87,46.22,8053,2013217,769,12855,3212835,1228,266,66603,25,21174,5292655,105050,15.304,4,,28185.03
All Campuses,, , ,2023,7,12,3,28208.64,1.27,13021.05,3.32,255.82,46.76,8060,2014904,770,13084,3270106,1250,278,69436,27,21421,5354445,106876,15.318,4,,28208.64
All Campuses,, , ,2023,7,12,4,28060.11,1.26,14192.34,3.23,269.29,49.22,8017,2004294,766,14261,3564264,1362,271,67695,26,22549,5636253,116232,15.237,4,,28060.11
All Campuses,, , ,2023,7,12,5,29669,9.26,15768.45,3.58,294.04,53.74,8477,2119215,810,15844,3960089,1514,300,74960,29,24621,6154264,128996,16.105,4,,29669
All Campuses,, , ,2023,7,12,6,28513.03,303.21,16753.67,3.7800000000000002,302.11,55.22,8147,2036646,778,16834,4207516,1608,316,79023,30,25297,6323186,136766,15.32,4,,28513.03
All Campuses,, , ,2023,7,12,7,28301.52,1276.83,16545.36,3.42,298.53,54.56,8086,2021538,773,16625,4155202,1588,286,71567,27,24998,6248308,135080,14.671,4,,28301.52
All Campuses,, , ,2023,7,12,8,29308.66,2415.1,15858.41,3.4699999999999998,293.77,53.69,8374,2093476,800,15935,3982681,1522,290,72522,28,24599,6148679,129681,14.604,4,,29308.66
All Campuses,, , ,2023,7,12,9,29918.19,6029.08,15907.69,3.26,296.24,54.14,8548,2137014,817,15984,3995058,1527,273,68200,26,24805,6200272,130134,12.974,4,,29918.19
All Campuses,, , ,2023,7,12,10,30469.91,6495.12,16331.14,3.09,303.03,55.38,8706,2176423,832,16410,4101402,1568,259,64679,25,25374,6342504,133574,13.018,4,,30469.91
All Campuses,, , ,2023,7,12,11,28956.58,6933.48,17161.75,3.23,307.97,56.29,8273,2068328,790,17244,4310001,1648,270,67579,26,25788,6445908,140074,11.958,4,,28956.58
All Campuses,, , ,2023,7,12,12,28751.08,7174.98,17144.89,3.05,306.89,56.09,8215,2053649,785,17227,4305767,1646,256,63868,24,25698,6423285,139919,11.716,4,,28751.08
All Campuses,, , ,2023,7,12,13,29178.88,8471.24,17196.57,3.23,309.15,56.5,8337,2084207,796,17279,4318748,1651,271,67665,26,25887,6470620,140374,11.244,4,,29178.88
All Campuses,, , ,2023,7,12,14,29337.84,9287.84,17272.16,3.34,310.71,56.79,8382,2095561,801,17355,4337729,1658,280,69964,27,26017,6503254,140993,10.887,4,,29337.84
All Campuses,, , ,2023,7,12,15,29216.27,8019.75,17334.73,3.09,310.8,56.8,8348,2086877,798,17418,4353444,1664,259,64682,25,26024,6505003,141482,11.511,4,,29216.27
All Campuses,, , ,2023,7,12,16,28945.62,6803.28,17421.23,3.21,311.03,56.85,8270,2067545,790,17505,4375169,1672,269,67159,26,26044,6509873,142148,12.022,4,,28945.62
All Campuses,, , ,2023,7,12,17,28438.39,4592.99,17380.34,3.1,308.7,56.42,8125,2031314,776,17464,4364899,1669,260,64956,25,25849,6461169,141773,12.949,4,,28438.39
All Campuses,, , ,2023,7,12,18,27500.15,2008.58,17080.37,3.15,301.95,55.19,7857,1964297,751,17163,4289563,1640,264,65975,25,25284,6319836,139283,13.842,4,,27500.15
All Campuses,, , ,2023,7,12,19,27460.86,125.32,16724.95,3.31,297.71,54.41,7846,1961490,750,16805,4200305,1606,277,69175,26,24928,6230971,136436,14.843,4,,27460.86
All Campuses,, , ,2023,7,12,20,25883.76,69.86,15852.55,3.32,281.87,51.52,7395,1848841,707,15929,3981209,1522,278,69418,27,23602,5899467,129305,14.019,4,,25883.76
All Campuses,, , ,2023,7,12,21,26069.51,3.56,15103.34,3.39,273.58,50,7448,1862109,712,15176,3793053,1450,284,70884,27,22908,5726047,123329,14.154,4,,26069.51
All Campuses,, , ,2023,7,12,22,31668.02,104.76,14338.94,3.3,283.43,51.8,9048,2262003,864,14408,3601082,1377,277,69143,26,23733,5932228,117752,17.136,4,,31668.02
All Campuses,, , ,2023,7,12,23,30368.56,60.46,13496.86,3.27,268.85,49.14,8677,2169184,829,13562,3389601,1296,274,68434,26,22512,5627219,110890,16.469,4,,30368.56
All Campuses,, , ,2023,7,13,0,28731.66,2.16,12150.55,3.43,247.28,45.2,8209,2052262,784,12209,3051489,1166,288,71872,27,20706,5175623,99963,15.6,5,,28731.66
All Campuses,, , ,2023,7,13,1,28758.31,1.58,12390.15,3.54,250.35,45.76,8217,2054166,785,12450,3111662,1189,296,74084,28,20963,5239913,101882,15.616,5,,28758.31
All Campuses,, , ,2023,7,13,2,28781.16,55.67,12535,3.35,251.97,46.05,8223,2055798,786,12595,3148039,1203,280,70010,27,21099,5273847,103043,15.599,5,,28781.16
All Campuses,, , ,2023,7,13,3,28878.27,1.31,12891.18,3.5,256.73,46.92,8251,2062735,788,12953,3237491,1238,293,73151,28,21497,5373377,105902,15.689,5,,28878.27
All Campuses,, , ,2023,7,13,4,29320.35,1.33,13338.83,3.29,263.41,48.14,8377,2094311,800,13403,3349915,1281,276,68958,26,22056,5513184,109525,15.914,5,,29320.35
All Campuses,, , ,2023,7,13,5,30567.34,7.01,14569.94,3.62,282.76,51.68,8734,2183382,834,14640,3659096,1399,303,75750,29,23677,5918228,119494,16.601,5,,30567.34
All Campuses,, , ,2023,7,13,6,32583.48,244.48,15844.62,3.67,304.99,55.74,9310,2327393,889,15921,3979217,1521,308,76892,29,25538,6383501,129885,17.561,5,,32583.48
All Campuses,, , ,2023,7,13,7,30114.18,1872.74,15702.74,3.59,294.78,53.88,8604,2151013,822,15778,3943587,1507,301,75229,29,24683,6169829,128513,15.335,5,,30114.18
All Campuses,, , ,2023,7,13,8,30498.22,4362.87,15990.05,3.46,299.41,54.72,8714,2178445,833,16067,4015740,1535,290,72474,28,25071,6266659,130848,14.192,5,,30498.22
All Campuses,, , ,2023,7,13,9,31111.36,6401.36,16211.84,3.44,304.14,55.59,8889,2222241,849,16290,4071441,1556,288,72076,28,25467,6365759,132681,13.417,5,,31111.36
All Campuses,, , ,2023,7,13,10,31056.88,8560.71,16438.48,3.2800000000000002,306.51,56.02,8873,2218349,848,16518,4128360,1578,274,68604,26,25666,6415313,134489,12.216,5,,31056.88
All Campuses,, , ,2023,7,13,11,29015.22,9532.8,16724.58,3.41,303.11,55.4,8290,2072517,792,16805,4200211,1606,286,71443,27,25381,6344171,136582,10.579,5,,29015.22
All Campuses,, , ,2023,7,13,12,29340.85,10048.73,17185.63,3.49,309.84,56.63,8383,2095776,801,17268,4315998,1650,293,73133,28,25944,6484907,140302,10.472,5,,29340.85
All Campuses,, , ,2023,7,13,13,29242.91,8732.91,17363.16,3.15,311.29,56.89,8355,2088780,798,17447,4360583,1667,264,65859,25,26065,6515222,141712,11.137,5,,29242.91
All Campuses,, , ,2023,7,13,14,29272.57,9630.06,17369.63,3.26,311.58,56.95,8364,2090899,799,17453,4362208,1667,273,68295,26,26090,6521402,141767,10.667,5,,29272.57
All Campuses,, , ,2023,7,13,15,29260.69,8279.48,17541.97,3.3,313.64,57.32,8360,2090050,799,17626,4405489,1684,276,69055,26,26263,6564594,143145,11.393,5,,29260.69
All Campuses,, , ,2023,7,13,16,29007.91,6909.1,17512.41,3.18,312.3,57.08,8288,2071994,792,17597,4398067,1681,266,66473,25,26151,6536534,142884,12,5,,29007.91
All Campuses,, , ,2023,7,13,17,28673.19,4656.57,17517.18,3.2,311.25,56.89,8192,2048086,783,17602,4399265,1682,268,67050,26,26062,6514400,142890,13.042,5,,28673.19
All Campuses,, , ,2023,7,13,18,27123.8,2155.92,16789.22,3.2800000000000002,297.3,54.34,7750,1937415,740,16870,4216445,1612,275,68730,26,24895,6222590,136917,13.559,5,,27123.8
All Campuses,, , ,2023,7,13,19,26233.32,121.48,16093.85,3.45,286.09,52.29,7495,1873809,716,16171,4041810,1545,289,72269,28,23956,5987887,131269,14.178,5,,26233.32
All Campuses,, , ,2023,7,13,20,25211.38,73.52,15136.98,3.18,270.85,49.5,7203,1800813,688,15210,3801501,1453,267,66627,25,22680,5668941,123516,13.65,5,,25211.38
All Campuses,, , ,2023,7,13,21,27034.01,3.7,14106.09,3.34,264.86,48.41,7724,1931001,738,14174,3542602,1354,280,69875,27,22178,5543478,115444,14.677,5,,27034.01
All Campuses,, , ,2023,7,13,22,29095.57,91.21,13112.3,3.34,259.97,47.51,8313,2078256,794,13175,3293023,1259,280,70003,27,21769,5441282,107692,15.749,5,,29095.57
All Campuses,, , ,2023,7,13,23,27973.2,3.49,12324.37,3.25,246.59,45.07,7992,1998086,764,12384,3095141,1183,272,67971,26,20648,5161198,101280,15.187,5,,27973.2
All Campuses,, , ,2023,7,14,0,26422.83,2.69,11205.17,3.63,228.25,41.72,7549,1887346,721,11259,2814066,1076,304,75959,29,19112,4777371,92178,14.347,6,,26422.83
All Campuses,, , ,2023,7,14,1,27128.85,1.41,11420.66,3.48,233.09,42.6,7751,1937776,741,11476,2868185,1096,291,72817,28,19518,4878778,93970,14.732,6,,27128.85
All Campuses,, , ,2023,7,14,2,27329.28,63.54,11441.83,3.48,234.04,42.78,7808,1952092,746,11497,2873502,1098,292,72916,28,19597,4898509,94158,14.806000000000001,6,,27329.28
All Campuses,, , ,2023,7,14,3,27280.58,1.37,11692.2,3.51,236.9,43.3,7794,1948614,745,11748,2936379,1122,294,73523,28,19837,4958516,96157,14.813,6,,27280.58
All Campuses,, , ,2023,7,14,4,27364.06,1.38,12420.64,3.67,246.09,44.98,7818,1954576,747,12480,3119319,1192,307,76764,29,20606,5150659,101992,14.858,6,,27364.06
All Campuses,, , ,2023,7,14,5,28708.07,7.88,13694.69,3.5300000000000002,265.82,48.58,8202,2050577,784,13761,3439284,1315,295,73848,28,22258,5563709,112313,15.584,6,,28708.07
All Campuses,, , ,2023,7,14,6,30319.1,261.1,15080.4,4.07,288.48,52.73,8663,2165651,828,15153,3787291,1448,340,85103,33,24156,6038044,123554,16.322,6,,30319.1
All Campuses,, , ,2023,7,14,7,28999.5,1885.6,15359.79,3.56,286.83,52.42,8286,2071394,792,15434,3857458,1475,298,74579,29,24018,6003431,125662,14.723,6,,28999.5
All Campuses,, , ,2023,7,14,8,29567.86,4155.71,15899.24,3.33,295.01,53.92,8448,2111991,807,15976,3992936,1526,279,69691,27,24703,6174617,130032,13.799,6,,29567.86
All Campuses,, , ,2023,7,14,9,30794.81,6229.53,16207.8,3.42,302.99,55.38,8799,2199630,841,16286,4070427,1556,286,71482,27,25370,6341539,132619,13.339,6,,30794.81
All Campuses,, , ,2023,7,14,10,31960.92,8505.08,16961.4,3.36,315.95,57.75,9132,2282924,872,17043,4259686,1628,282,70360,27,26456,6612969,138759,12.737,6,,31960.92
All Campuses,, , ,2023,7,14,11,28786.75,9353.9,17083.39,3.36,306.58,56.03,8225,2056197,786,17166,4290323,1640,281,70273,27,25672,6416792,139430,10.552,6,,28786.75
All Campuses,, , ,2023,7,14,12,29176.06,9957.07,17248.18,3.25,309.79,56.62,8336,2084005,796,17331,4331708,1656,272,68105,26,25940,6483818,140786,10.435,6,,29176.06
All Campuses,, , ,2023,7,14,13,29778.58,10175.08,17442.9,3.44,314.37,57.46,8508,2127043,813,17527,4380610,1675,288,72089,28,26323,6579742,142402,10.644,6,,29778.58
All Campuses,, , ,2023,7,14,14,29553.48,9607.22,17267.82,3.45,311.51,56.93,8444,2110964,807,17351,4336641,1658,289,72300,28,26084,6519904,140980,10.831,6,,29553.48
All Campuses,, , ,2023,7,14,15,29376.24,8587.79,17291.73,3.27,311,56.84,8393,2098304,802,17375,4342646,1660,274,68397,26,26042,6509347,141154,11.29,6,,29376.24
All Campuses,, , ,2023,7,14,16,29057.49,6968.62,17131.56,3.41,308.14,56.32,8302,2075536,793,17214,4302421,1645,286,71426,27,25802,6449383,139842,11.994,6,,29057.49
All Campuses,, , ,2023,7,14,17,28278.4,4698.31,16834.6,3.22,301.72,55.14,8080,2019887,772,16916,4227842,1616,269,67331,26,25265,6315060,137391,12.804,6,,28278.4
All Campuses,, , ,2023,7,14,18,26499.32,2072.69,15807.23,3.27,283.38,51.79,7571,1892809,723,15883,3969828,1517,274,68533,26,23729,5931170,129002,13.264,6,,26499.32
All Campuses,, , ,2023,7,14,19,25329.29,207.74,15148.87,3.41,271.63,49.64,7237,1809236,691,15222,3804486,1454,286,71438,27,22745,5685160,123622,13.639,6,,25329.29
All Campuses,, , ,2023,7,14,20,24291.06,7.01,14905.53,3.2800000000000002,265.03,48.44,6940,1735076,663,14977,3743374,1431,274,68585,26,22192,5547036,121576,13.188,6,,24291.06
All Campuses,, , ,2023,7,14,21,24479.35,3.9699999999999998,14703.99,3.24,263.22,48.11,6994,1748526,668,14775,3692760,1412,272,67907,26,22041,5509192,119982,13.29,6,,24479.35
All Campuses,, , ,2023,7,14,22,28233.69,68.43,13764.24,3.15,264.66,48.37,8067,2016693,771,13831,3456752,1321,264,65912,25,22161,5539357,112824,15.294,6,,28233.69
All Campuses,, , ,2023,7,14,23,28532.7,3.4,12991.99,3.27,256.53,46.89,8152,2038051,779,13055,3262810,1247,274,68380,26,21480,5369240,106675,15.494,6,,28532.7
All Campuses,, , ,2023,7,15,0,27905.12,2.17,12362.3,3.24,246.8,45.11,7973,1993224,762,12422,3104669,1187,271,67805,26,20666,5165698,101577,15.158,7,,27905.12
All Campuses,, , ,2023,7,15,1,27975.68,1.49,12123.38,3.35,244.29,44.65,7993,1998264,764,12182,3044666,1164,280,70102,27,20455,5113031,99673,15.191,7,,27975.68
All Campuses,, , ,2023,7,15,2,28719.12,57.6,11958.3,3.41,244.91,44.76,8205,2051367,784,12016,3003207,1148,286,71466,27,20507,5126040,98423,15.568999999999999,7,,28719.12
